NM_201385.2,199.8,0,349.6,18843140.14,24.2,3.68,6.57,5.0e-11,2.0e-06,0,0,0,0,0,990.6,0,408,0
NR_126509.1,55.2,0,96.6,532.649,9.1,1.4,6.45,1.1e-10,4.4e-06,0,0,0,0,0,118.8,169.9,40.2,57.3
NR_131140.1,62.7,19.1,95.4,5.116,2.4,0.39,5.97,2.3e-09,9.3e-05,0,0,12.9,29,15.5,77.8,97.3,117.9,88.7
NR_153363.1,24.7,0,43.2,237.949,7.9,1.29,6.11,9.8e-10,3.9e-05,0,0,0,0,0,37.9,55.6,28.7,50.8
NR_176853.1,41.1,6.1,67.3,11.032,3.5,0.63,5.5,3.9e-08,1.5e-03,0,0,11.1,3.8,3.3,50.5,80.3,45.3,93.3
NR_185236.1,98.1,0,171.7,9473226.161,23.2,3.68,6.3,3.0e-10,1.2e-05,0,0,0,0,0,0,264.1,422.6,0
XM_006518017.4,30.8,71.8,0,0.003,-8.6,1.17,-7.35,2.0e-13,8.0e-09,0,0,63.6,93.2,58.7,0,0,0,0
XM_006518821.4,63.1,29.5,88.4,3.042,1.6,0.3,5.38,7.3e-08,2.9e-03,0,0,28.6,37.8,22,76.8,95.8,84.8,96.1
XM_006520664.5,98.5,0,172.4,9527065.086,23.2,3.68,6.3,2.9e-10,1.2e-05,0,0,0,0,0,124.1,0,565.4,0
XM_006524082.5,215.6,338.7,123.3,0.367,-1.4,0.28,-5.09,3.5e-07,1.4e-02,0,0,339.4,354,322.6,99.9,98.9,181.7,112.7
XM_006525014.2,2378.3,3649.3,1425.1,0.391,-1.4,0.2,-6.89,5.6e-12,2.2e-07,0,0,3542,2999.6,4406.2,1252.5,1274.4,1767.7,1405.7
XM_006525579.4,20.2,47.1,0,0.004,-8,1.19,-6.76,1.4e-11,5.5e-07,0,0,50.7,41.6,48.9,0,0,0,0
XM_006525580.4,22.9,0,40,222.075,7.8,1.33,5.86,4.5e-09,1.8e-04,0,0,0,0,0,25.2,44.8,58.6,31.4
XM_006529845.4,347.8,557.9,190.2,0.342,-1.5,0.28,-5.56,2.8e-08,1.1e-03,0,0,577.3,525.3,571.1,126.2,193.1,267.1,174.6
XM_006534961.5,21.3,49.6,0,0.004,-8.1,1.5,-5.39,6.9e-08,2.8e-03,0,0,43.3,86.9,18.7,0,0,0,0
XM_006537831.4,138.9,22.7,226,10.129,3.3,0.49,6.81,9.8e-12,3.9e-07,0,0,26.7,34,7.3,251.3,185.4,214.2,253.1
XM_011242710.2,31.5,73.5,0,0.002,-8.7,1.12,-7.76,8.7e-15,3.5e-10,0,0,73.8,71.8,75,0,0,0,0
XM_011246234.2,986.3,1283.6,763.4,0.595,-0.7,0.12,-6.4,1.6e-10,6.2e-06,0,0,1283.7,1341.7,1225.4,658.3,841.9,810.8,742.6
XM_017312966.3,43.8,0,76.7,423.844,8.7,1.26,6.91,4.7e-12,1.9e-07,0,0,0,0,0,95.7,71.1,50.4,89.6
XM_017318618.2,72.2,27.2,106,3.905,2,0.35,5.68,1.3e-08,5.4e-04,0,0,36,25.2,20.4,138.8,91.1,94.3,99.7
XM_036154294.1,22.3,52.1,0,0.003,-8.2,1.22,-6.7,2.0e-11,8.0e-07,0,0,45.2,68,43.2,0,0,0,0
XM_036155048.1,189,274.1,125.1,0.453,-1.1,0.2,-5.68,1.4e-08,5.5e-04,0,0,292.3,220.5,309.6,120.9,143.7,123,112.7
XM_036157991.1,92,143.2,53.5,0.371,-1.4,0.25,-5.67,1.4e-08,5.7e-04,0,0,118,139.8,171.9,52.6,61.8,53.5,46.2
XM_036159113.1,758.6,1344.5,319.2,0.238,-2.1,0.36,-5.77,8.0e-09,3.2e-04,0,0,1407.2,1311.4,1315,200.9,307.4,532.9,235.5
XM_036166103.1,293.6,118,425.2,3.622,1.9,0.22,8.33,8.4e-17,3.3e-12,0,0,116.2,144.9,92.9,462.7,449.5,343.6,445.2
XR_001783751.3,94.2,36.1,137.8,3.814,1.9,0.37,5.22,1.8e-07,7.2e-03,0,0,45.2,37.8,25.3,159.8,176.1,96.9,118.2
XR_003954276.2,12.8,0,22.4,122.748,6.9,1.33,5.22,1.8e-07,7.2e-03,0,0,0,0,0,26.3,27.8,15.9,19.4
XR_004937027.1,987.2,1628.9,505.9,0.311,-1.7,0.32,-5.21,1.9e-07,7.4e-03,0,0,2038.9,1001.5,1846.2,398.6,483.5,699.9,441.5
name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,control_1,control_2,control_3,knockdown_1,knockdown_2,knockdown_3,knockdown_4
NM_001083905.1,11.1,26,0,0.007,-7.2,1.65,-4.34,1.4e-05,5.6e-01,0.001,0,44.3,23.9,9.8,0,0,0,0
NM_001347168.1,2488.5,3324,1861.8,0.56,-0.8,0.19,-4.34,1.4e-05,5.7e-01,0.001,0,3793.8,2651.9,3526.3,1826.6,1671.4,2308.2,1641.2
NM_008512.2,5925.8,7662.3,4623.4,0.603,-0.7,0.17,-4.34,1.4e-05,5.6e-01,0.001,0,8260.8,7551.2,7174.8,3775.3,5794.2,4679.5,4244.8
NM_009302.4,76.4,107.1,53.5,0.491,-1,0.24,-4.36,1.3e-05,5.1e-01,0.001,0,107.9,94.5,119,50.5,64.9,50.4,48
NM_010142.4,278.8,406.3,183.2,0.454,-1.1,0.26,-4.33,1.5e-05,5.8e-01,0.001,0,405.8,466.1,347.1,152.5,160.6,256.3,163.5
NM_010440.3,141.9,207.4,92.7,0.444,-1.2,0.27,-4.34,1.4e-05,5.6e-01,0.001,0,222.2,233.1,167,114.6,105,77.1,73.9
NM_029620.2,502,793,283.7,0.358,-1.5,0.34,-4.34,1.4e-05,5.6e-01,0.001,0,920.3,487.5,971.2,282.9,197.7,384.4,269.7
NM_030719.3,103.4,142.9,73.8,0.521,-0.9,0.22,-4.36,1.3e-05,5.2e-01,0.001,0,153.1,143.6,132,87.3,57.2,75.9,74.8
NM_145406.2,19.1,44.5,0,0.004,-7.9,1.82,-4.35,1.4e-05,5.5e-01,0.001,0,14.8,105.8,13,0,0,0,0
NR_184688.1,113094.4,85609.5,133708,1.562,0.6,0.15,4.36,1.3e-05,5.1e-01,0.001,0,97438.8,88623.9,70765.8,124446.2,154418.6,126496.3,129471
XM_011250452.2,509.8,603.3,439.6,0.727,-0.5,0.11,-4.36,1.3e-05,5.0e-01,0.001,0,581,577,651.8,405.9,468,440.5,444.2
XM_036155650.1,182.4,235.8,142.3,0.604,-0.7,0.17,-4.35,1.4e-05,5.4e-01,0.001,0,225.9,246.9,234.7,124.1,157.6,158.1,129.3
XR_004936376.1,91.4,48,123.9,2.58,1.4,0.31,4.36,1.3e-05,5.1e-01,0.001,0,38.7,58,47.3,127.2,151.4,86.7,130.2
NM_001426307.1,141.1,229,75.2,0.33,-1.6,0.37,-4.32,1.6e-05,6.1e-01,0.0011,0,206.6,178.9,301.5,84.1,60.2,105.8,50.8
