ensembl_transcript_id,control_1,control_2,control_3,knockdown_1,knockdown_2,knockdown_3
XM_006496605.4,0,0,0.885,0,0,0
XM_006496608.5,165.677,210.445,236.205,213.757,182.57,155.676
XM_006496613.5,0,0,0,0,0,0
XM_006496614.5,0,0,0,0,0,0
XM_006496615.4,0,0,0,0,0,0
XM_006496616.4,0,0,0,0,0,0
XM_006496617.5,0,0,0,0,0,0
XM_006496620.5,0,0,0,0,0,0
XM_006496621.4,0,0,0,0,0,0
XM_006496622.5,0,1.159,0,0,0,0
XM_006496626.2,0,0,0,0,0,0
XM_006496628.2,0,0,0,0,0,0
XM_006496636.2,0,0,0,0,0,0
XM_006496637.4,0,0,0,0,0,0
XM_006496643.5,0,0,0,0,0,0
XM_006496644.5,0,0,0,0,0,0
XM_006496645.5,0,0,0,0,0,0
XM_006496646.5,0,0,0,0,0,0
XM_006496647.5,0,0,0,0,0,0
XM_006496648.4,0,0,0,0,0,0
XM_006496649.5,0,0,0,0,0,0
XM_006496650.4,0,0,0,0,0,0
XM_006496651.5,0,0,0,0,0,0
XM_006496652.4,0,71.781,83.314,95.557,73.782,68.579
XM_006496655.1,0,0,0,0,0,0
XM_006496659.5,0,0,0,0,0,0
XM_006496666.3,167,116.338,116.622,176,137,103
XM_006496669.4,0,0,0,0,0,0
XM_006496671.5,0,0,0,0,0,0
XM_006496675.4,0,0,0,0,0,0
XM_006496676.1,0,0,0,0,0,0
XM_006496677.5,0,0,0,0,0,0
XM_006496679.4,0,0,0,0,0,0
XM_006496681.4,0,0,0,0,0,0
XM_006496682.4,0,0,0,0,0,0
XM_006496683.4,0,0,0,0,0,0
XM_006496684.3,0,0,0,0,0,0
XM_006496686.3,0,0,0,0,0,0
XM_006496692.4,0,0,0,0,0,0
XM_006496693.5,0,0,0,0,0,0
XM_006496696.5,0,0,0,0,0,0
XM_006496697.5,0,0,0,0,0,0
XM_006496698.4,0,0,0,0,0,0
XM_006496699.4,0,0,0,0,0,0
XM_006496700.4,0,0,0,0,0,0
XM_006496702.2,0,0,0,0,0,0
XM_006496703.5,0,0,0,0,0,0
XM_006496704.4,0,0,0,0,0,0
XM_006496707.4,0,0,0,0,0,0
XM_006496709.5,0,0,0,0,0,0
XM_006496715.4,0,0,0,0,0,0
XM_006496717.3,0,0,0,0,0,0
XM_006496718.5,0,0,0,0,0,0
XM_006496719.5,156.702,103.281,0,0,0,0
XM_006496722.4,0,0,0,0,0,0
XM_006496726.4,0,0,0,0,0,0
XM_006496727.4,0,0,0,0,0,0
XM_006496728.3,0,0,0,0,0,0
XM_006496729.4,0,0,0,0,0,0
XM_006496730.3,0,0,0,0,0,0
XM_006496731.3,0,0,0,0,0,0
XM_006496732.3,0,0,0,0,0,0
XM_006496733.3,0,0,0,0,0,0
XM_006496734.1,0,0,0,0,0,0
XM_006496739.4,1.309,0,0,0,0,0
XM_006496742.5,0,0,0,0,0,0
XM_006496743.4,0,0,0,0,0,0
XM_006496744.5,0,0,0,0,0,0
XM_006496745.5,0,0,0,0,0,0
XM_006496746.5,0,0,0,0,0,0
XM_006496750.3,0,0,0,0,0,0
XM_006496751.3,0,0,0,0,0,0
XM_006496753.5,1.764,0,1.604,0,0,0
XM_006496754.4,0,0,0,0,0,0
XM_006496755.4,0,0,0,0,0,0
XM_006496756.5,0,0,0,0,0,0
XM_006496757.3,62,94,50,61,0,0
XM_006496758.4,0,0,0,0,0,0
XM_006496761.4,0,0,0,0,0,0
XM_006496762.4,0,0,0,0,0,0
XM_006496763.4,0,0,0,0,0,0
XM_006496765.4,0,0,0,0,0,0
XM_006496766.5,0,0,0,0,0,0
XM_006496767.5,0,0,0,0,0,0
XM_006496768.5,0,0,0,0,0,0
XM_006496769.5,46.099,27.103,17.903,16.11,33.619,11.92
XM_006496770.5,0,0,0,0,0,0
XM_006496771.5,121.721,0,0,0,0,133.103
XM_006496772.5,0,267.728,159.092,189.741,229.369,0
XM_006496773.3,0,0,0,0,0,0
XM_006496774.3,0,0,0,0,0,0
XM_006496775.4,0,0,0,0,0,0
XM_006496776.4,0,0,0,0,0,0
XM_006496777.3,0,0,0,0,0,0
XM_006496778.1,0,0,0,0,0,0
XM_006496781.2,0,0,0,0,0,0
XM_006496783.3,0,0,0,0,0,0
XM_006496784.2,0,0,0,0,0,0
XM_006496785.4,0,0,0,0,0,0
XM_006496786.4,0,0,0,0,0,0
XM_006496787.4,0,0,0,0,0,0
XM_006496788.4,0,0,0,0,0,0
XM_006496789.3,4,4,8,5,0,0
XM_006496792.5,0,0,0,0,0,0
XM_006496794.5,0,0,0,0,1.111,0
XM_006496799.4,3.551,2.219,3.435,6.88,8.027,2.183
XM_006496802.5,0,0,0,0,0,0
XM_006496803.5,0,0,0,0,0,0
XM_006496804.5,0,0,0,0,0,0
XM_006496806.5,0,0,0,0,0,0
XM_006496807.5,0,0,0,0,0,0
XM_006496809.5,0,0,0,0,0,0
XM_006496816.5,19.455,8.863,19.006,9.348,11.066,10.876
XM_006496818.5,0,0,0,0,0,0
XM_006496819.5,0,0,0,0,0,0
XM_006496824.5,0,0,0,0,0,0
XM_006496828.5,0,0,0,0,0,0
XM_006496829.5,0,0,0,0,0,0
XM_006496830.5,0,0,0,0,0,0
XM_006496831.5,0,0,0,0,0,0
XM_006496834.5,0,0,0,0,0,0
XM_006496836.2,0,0,0,0,0,0
XM_006496837.2,0,0,0,0,0,0
XM_006496845.3,0,0,0,0,0,0
XM_006496846.4,0,0,0,0,0,0
XM_006496847.4,0,0,0,0,0,0
XM_006496849.2,5.573,8.858,4.361,8.726,2.119,2.105
XM_006496850.5,0,0,0,0,0,0
XM_006496851.5,0,0,0,0,0,0
XM_006496852.5,0,0,0,0,0,0
XM_006496853.1,0,0,0,0,0,0
XM_006496856.5,0,0,0,0,0,0
XM_006496857.5,0,0,0,0,0,0
XM_006496858.4,0,0,1,0,0,0
XM_006496860.4,13.807,0,0,0,0,0
XM_006496862.5,1.358,0,0,3.922,0,2.353
XM_006496865.4,1.024,1.118,1.031,2,0,0
XM_006496867.1,0,0,0,0,0,0
XM_006496872.5,0,0,0,0,0,0
XM_006496873.4,0,0,0,0,0,0
XM_006496874.3,0,0,0,0,2,0
XM_006496875.1,9.024,0,0,0,0,0
XM_006496876.2,0,0,0,0,0,0
XM_006496877.3,0,0,0,0,0,0
XM_006496878.4,0,0,0,0,0,0
XM_006496881.5,3.173,4.082,0,0,0,0
XM_006496883.5,0,0,0,0,0,0
XM_006496884.5,0,0,0,0,0,0
XM_006496886.5,0,0,0,0,0,0
XM_006496889.5,0,0,0,4.097,0,0
XM_006496897.4,5.363,3.483,5.163,2.085,3.044,3.973
XM_006496898.5,0,0,0,0,0,0
XM_006496900.5,0,0,0,0,0,0
XM_006496902.5,0,0,0,0,0,0
XM_006496904.2,0,0,0,0,0,0
XM_006496906.2,0,0,0,0,0,0
XM_006496909.5,18.969,26.864,22.961,11.982,13.071,10.287
XM_006496913.5,0,0,0,0,0,0
XM_006496914.5,0,0,0,0,0,0
XM_006496919.4,0,0,0,0,0,0
XM_006496926.3,0,0,0,0,0,0
XM_006496929.3,0,1.78,2.797,0,0,10.442
XM_006496931.4,0,0,0,0,0,0
XM_006496932.4,0,0,0,0,0,0
XM_006496937.4,0,0,0,0,0,0
XM_006496939.5,0,0,0,0,0,0
XM_006496940.5,0,0,0,0,0,0
XM_006496943.5,0,0,0,0,0,0
XM_006496944.5,0,0,0,0,0,0
XM_006496945.5,0,0,0,0,0,0
XM_006496947.4,0,0,0,0,0,0
XM_006496948.5,0,0,0,0,0,0
XM_006496952.4,0,0,0,0,0,0
XM_006496955.3,0,0,0,0,0,0
XM_006496959.3,0,0,0,0,0,0
XM_006496961.2,0,0,0,0,0,0
XM_006496962.2,0,0,0,0,0,0
XM_006496964.4,0,0,0,0,0,0
XM_006496968.3,181,228,119.647,192,203.917,124
XM_006496971.3,0,0,0,0,0,0
XM_006496972.3,0,0,0,0,0,0
XM_006496976.5,0,0,0,0,0,0
XM_006496978.5,0,0,0,0,0,0
XM_006496982.5,3.62,0,1.582,1.589,0,0
XM_006496987.1,0,0,0,0,0,0
XM_006496988.3,0,0,0,0,0,0
XM_006496989.5,0,0,0,0,0,0
XM_006496995.5,0,0,0,0,0,0
XM_006497004.3,0,0,0,0,0,0
XM_006497005.3,0,0,0,0,0,0
XM_006497008.3,0,0,0,0,0,0
XM_006497009.4,0,0,0,0,0,0
XM_006497015.2,0,0,0,0,0,0
XM_006497020.2,0,0,0,0,0,0
XM_006497022.4,0,0,0,0,0,0
XM_006497025.4,0,0,0,0,0,0
XM_006497028.5,0,0,0,0,0,0
XM_006497029.4,0,0,0,0,0,0
XM_006497030.4,142.616,173.893,128.466,141.693,104.533,83.932
XM_006497031.5,0,0,0,0,0,0
XM_006497032.5,0,0,0,0,0,0
XM_006497033.2,0,0,0,0,0,0
XM_006497036.4,0,0,0,0,0,0
XM_006497037.5,0,0,0,0,0,0
XM_006497043.3,0,0,0,0,0,0
XM_006497049.2,1.964,3.444,0,3.488,2.418,3.387
XM_006497051.5,0,0,0,0,0,0
XM_006497052.5,0,0,0,0,0,0
XM_006497053.5,0,0,0,0,0,0
XM_006497054.5,0,0,0,0,0,0
XM_006497056.5,0,0,0,0,0,0
XM_006497057.2,0,0,0,0,0,0
XM_006497063.2,0,0,0,0,0,0
XM_006497070.5,0,0,0,0,0,0
XM_006497072.4,0,0,0,0,0,0
XM_006497084.3,0,0,0,0,0,0
XM_006497085.2,0,0,0,0,0,0
XM_006497087.1,0,0,0,0,0,0
XM_006497119.4,0,0,70.981,0,0,0
XM_006497125.5,0,0,0,0,0,0
XM_006497126.5,0,0,0,0,0,0
XM_006497127.5,0,0,0,0,0,0
XM_006497129.5,0,0,0,0,0,0
XM_006497131.5,0,0,0,0,0,0
XM_006497133.5,0,0,0,0,0,0
XM_006497134.4,0,0,0,0,0,0
XM_006497136.5,0,0,0,0,0,0
XM_006497140.5,0,0,0,0,0,0
XM_006497141.5,0,0,1,0,3,0
XM_006497146.5,0,0,3.477,0,0,0
XM_006497147.5,0,0,0,0,0,0
XM_006497149.5,0,0,0,0,0,0
XM_006497150.5,0,1.063,0,0,0,0
XM_006497157.5,0,0,0,0,0,0
XM_006497158.5,0,0,0,0,0,0
XM_006497160.5,0,0,0,0,0,0
XM_006497161.5,0,1.151,2.569,2.456,1.188,0
XM_006497165.5,0,0,0,0,0,0
XM_006497170.3,0,0,0,0,0,0
XM_006497172.4,0,0,0,0,0,0
XM_006497173.4,0,0,0,0,0,0
XM_006497174.4,0,0,0,0,0,0
XM_006497175.4,0,0,0,0,0,0
XM_006497179.5,0,0,0,0,0,0
XM_006497180.5,8.955,20.384,19.147,7.393,10.099,11.927
XM_006497181.5,0,0,0,0,0,0
XM_006497183.5,0,13.947,14.627,3.113,0,0
XM_006497184.5,0,0,0,0,0,0
XM_006497186.3,0,0,0,0,0,0
XM_006497188.3,0,0,0,0,0,0
XM_006497189.3,0,0,0,0,0,0
XM_006497192.5,0,0,0,0,0,0
XM_006497198.4,3.016,0,5,3.048,2.053,2.051
XM_006497199.5,0,0,0,0,0,0
XM_006497204.5,0,0,0,0,0,0
XM_006497205.4,0,0,0,0,0,0
XM_006497206.5,0,0,0,0,0,1.001
XM_006497207.4,0,0,0,0,0,0
XM_006497210.3,0,0,0,0,0,0
XM_006497216.5,79,96,81,62,78,37.544
XM_006497222.4,0,0,0,0,0,0
XM_006497224.4,0,0,0,0,0,0
XM_006497225.4,0,0,0,0,0,0
XM_006497228.3,0,0,0,0,0,0
XM_006497229.2,0,0,0,0,0,0
XM_006497232.1,225,293,189,114,121,119
XM_006497233.2,0,0,0,0,0,0
XM_006497234.5,0,0,0,0,0,0
XM_006497235.5,0,0,0,0,0,0
XM_006497236.2,4,9.843,1.992,7.856,9,4
XM_006497237.4,0,0,0,0,0,0
XM_006497240.5,0,0,0,0,0,0
XM_006497244.4,0,0,0,0,0,0
XM_006497248.4,0,0,0,0,0,0
XM_006497250.2,0,0,0,0,0,0
XM_006497253.5,0,0,0,7.174,7.108,0
XM_006497255.3,0,0,0,0,0,0
XM_006497256.3,0,0,0,0,0,0
XM_006497257.1,0,0,0,0,0,0
XM_006497262.4,0,0,0,0,0,0
XM_006497263.4,0,0,0,0,0,0
XM_006497313.4,0,0,0,0,0,0
XM_006497315.4,0,0,0,0,0,0
XM_006497317.4,0,0,0,0,0,0
XM_006497318.4,0,0,0,0,0,0
XM_006497321.4,0,0,0,0,0,0
XM_006497334.4,0,0,0,0,0,0
XM_006497335.5,0,0,0,0,0,0
XM_006497359.4,0,0,0,0,0,0
XM_006497360.4,0,0,0,0,0,0
XM_006497367.1,0,0,0,0,0,0
XM_006497369.4,0,0,0,0,0,0
XM_006497373.5,0,0,0,0,0,0
XM_006497375.5,0,0,0,0,0,0
XM_006497377.5,0,0,0,0,0,0
XM_006497382.5,0,0,0,0,0,0
XM_006497389.4,0,0,0,0,0,0
XM_006497390.4,0,1.356,0,0,0,0
XM_006497394.5,0,0,0,0,0,0
XM_006497396.5,62,0,0,0,46,0
XM_006497401.3,0,0,0,0,0,0
XM_006497402.3,18,23,34,0,26,17
XM_006497408.4,0,0,0,0,0,0
XM_006497417.5,1.521,0,0,0,0,0
XM_006497419.4,0,0,0,0,0,0
XM_006497422.5,0,0,0,0,0,0
XM_006497423.5,0,0,0,0,0,0
XM_006497424.5,0,0,0,0,0,0
XM_006497427.3,0,0,0,0,0,0
XM_006497428.3,0,0,0,0,0,0
XM_006497431.5,0,0,0,0,0,0
XM_006497432.5,0,0,0,0,0,0
XM_006497433.4,2.221,1.174,2.222,4.506,7.629,2.222
XM_006497436.4,0,0,0,0,0,0
XM_006497437.4,0,0,0,0,0,0
XM_006497438.4,0,0,0,0,0,0
XM_006497439.4,0,0,0,0,0,0
XM_006497440.1,0,0,0,0,0,0
XM_006497441.2,0,0,0,0,0,0
XM_006497442.3,0,0,0,0,0,0
XM_006497443.4,9.021,6.387,5.646,11.048,9.029,6.495
XM_006497445.3,10,0,0,0,20,0
XM_006497450.5,0,6.896,0,0,0,0
XM_006497451.5,78.796,83.256,76.976,95.897,89.134,55.584
XM_006497452.4,0,0,0,0,0,0
XM_006497453.5,0,0,0,0,0,0
XM_006497454.5,0,0,0,0,0,1.008
XM_006497455.1,0,0,0,0,0,0
XM_006497456.3,0,0,0,0,0,0
XM_006497458.1,0,0,0,0,0,0
XM_006497459.1,30.404,23.853,0,10.761,32.48,6.624
XM_006497460.1,0,0,0,0,0,0
XM_006497462.4,0,0,0,0,0,0
XM_006497469.5,0,0,0,0,0,0
XM_006497470.5,0,0,0,0,0,0
XM_006497471.5,0,0,0,0,0,0
XM_006497476.4,1,0,0,0,0,0
XM_006497478.3,0,0,0,0,0,0
XM_006497479.3,0,0,0,0,0,0
XM_006497485.5,0,2.069,0,1.901,0,0
XM_006497486.2,0,0,0,0,0,0
XM_006497487.2,0,0,0,0,0,0
XM_006497488.5,16.973,16.288,11.78,15.289,17.225,11.229
XM_006497490.5,0,0,0,0,0,0
XM_006497491.4,0,0,0,0,0,0
XM_006497492.4,0,0,0,0,0,0
XM_006497493.4,0,0,0,0,0,0
XM_006497494.5,0,0,0,0,0,0
XM_006497496.5,0,0,0,0,0,1
XM_006497498.4,0,0,0,0,0,0
XM_006497499.3,0,0,0,0,0,0
XM_006497500.4,0,0,0,0,0,0
XM_006497505.3,0,0,0,0,0,0
XM_006497511.4,0,1.448,0,3.249,0,1.453
XM_006497517.5,0,2.645,2.646,0,0,0
XM_006497520.4,0,0,0,0,0,0
XM_006497522.5,0,0,0,0,23.172,0
XM_006497523.5,0,0,0,0,0,0
XM_006497524.3,0,0,0,0,0,0
XM_006497525.3,0,0,0,0,0,0
XM_006497526.5,0,0,0,0,0,0
XM_006497529.3,0,0,0,0,0,0
XM_006497531.4,0,0,0,0,0,0
XM_006497538.5,0,0,0,0,0,0
XM_006497539.5,100.521,147.535,184.545,149.749,130.27,53.471
XM_006497540.5,0,0,0,0,0,0
XM_006497541.4,0,0,0,0,0,0
XM_006497542.5,95.182,95.796,53.249,117.773,105.585,91.611
XM_006497547.5,0,0,0,0,0,0
XM_006497548.5,0,0,0,0,0,0
XM_006497563.3,2.457,1.182,4.37,2.399,4,1.171
XM_006497568.5,95.063,54.206,59.265,0,0,0
XM_006497569.5,0,0,0,0,0,0
XM_006497570.4,0,0,0,0,0,0
XM_006497581.1,0,0,0,0,0,0
XM_006497582.4,0,0,0,0,0,0
XM_006497583.2,0,0,0,0,0,0
XM_006497584.4,0,0,0,0,0,0
XM_006497585.5,0,0,0,0,0,0
XM_006497586.5,0,0,0,0,0,0
XM_006497587.5,0,0,0,0,0,0
XM_006497589.4,0,0,0,0,0,0
XM_006497590.4,0,0,0,0,0,0
XM_006497592.4,0,0,0,0,0,0
XM_006497594.2,0,0,0,0,0,0
XM_006497596.5,0,0,0,0,3.821,0
XM_006497597.5,0,0,0,0,0,0
XM_006497598.2,0,0,0,0,0,0
XM_006497604.3,0,0,0,0,0,0
XM_006497609.2,0,0,0,0,0,0
XM_006497610.2,0,0,0,0,0,0
XM_006497611.2,79.558,90,73,53,66,52
XM_006497614.5,0,0,0,0,0,0
XM_006497615.3,0,0,0,0,0,0
XM_006497616.3,0,0,0,0,0,0
XM_006497621.4,0,0,3.545,1,1.011,1
XM_006497622.5,0,0,0,0,0,0
XM_006497623.5,10,15.927,19,14.88,13.766,0
XM_006497625.3,0,0,0,0,0,0
XM_006497626.3,0,0,0,0,0,0
XM_006497627.3,0,0,0,0,0,0
XM_006497628.3,0,0,0,0,0,0
XM_006497629.3,0,0,0,0,0,0
XM_006497630.3,0,0,0,0,0,0
XM_006497631.3,0,0,0,0,0,0
XM_006497632.3,0,0,0,0,0,0
XM_006497633.3,0,0,0,0,0,0
XM_006497634.3,0,0,0,0,0,0
XM_006497635.4,0,0,0,0,0,0
XM_006497637.5,0,0,0,0,0,0
XM_006497638.4,0,0,0,0,0,0
XM_006497641.5,0,0,0,0,0,0
XM_006497642.5,0,0,0,0,0,0
XM_006497644.5,3.002,0,0,0,0,0
XM_006497646.5,0,0,0,0,0,0
XM_006497647.2,0,0,0,0,0,0
XM_006497649.3,0,0,0,0,0,0
XM_006497650.4,0,0,0,0,0,0
XM_006497653.4,0,0,0,0,0,0
XM_006497654.4,1.063,0,0,0,1.685,0
XM_006497655.4,1.063,0,0,0,1.685,0
XM_006497658.4,0,0,0,0,0,0
XM_006497659.4,0,0,0,0,0,0
XM_006497660.3,0,0,0,0,0,0
XM_006497661.3,0,0,0,0,0,0
XM_006497662.3,0,0,0,0,0,0
XM_006497665.1,0,0,0,0,0,0
XM_006497666.4,0,0,0,0,0,0
XM_006497667.3,0,0,0,0,0,0
XM_006497668.2,0,0,0,0,0,0
XM_006497669.1,0,0,0,0,0,0
XM_006497670.4,0,0,0,0,0,0
XM_006497671.5,0,0,0,0,0,0
XM_006497672.4,0,0,0,0,0,3.268
XM_006497673.5,0,0,2,1,1,1
XM_006497676.5,0,0,0,0,0,0
XM_006497677.2,0,0,0,0,0,0
XM_006497678.2,0,0,0,0,0,0
XM_006497679.2,0,0,0,0,0,0
XM_006497681.3,0,0,0,0,0,0
XM_006497683.3,0,0,0,0,0,0
XM_006497684.3,0,0,0,0,0,0
XM_006497685.3,0,0,0,0,0,0
XM_006497686.3,0,0,0,0,0,0
XM_006497687.3,0,0,0,0,0,0
XM_006497688.3,0,0,0,0,0,0
XM_006497689.3,0,0,0,0,0,0
XM_006497690.3,0,0,0,0,0,0
XM_006497691.5,0,0,0,0,0,0
XM_006497692.3,0,0,0,0,0,0
XM_006497693.3,0,0,0,0,0,0
XM_006497694.3,8.239,16.35,5.175,18.312,22.192,18
XM_006497695.5,0,0,0,0,0,0
XM_006497702.2,0,0,0,0,0,0
XM_006497704.1,0,0,0,0,0,0
XM_006497727.4,0,0,0,0,0,0
XM_006497731.5,0,0,0,0,0,0
XM_006497735.3,0,0,0,0,0,0
XM_006497736.4,0,0,0,0,0,0
XM_006497744.5,0,2,0,0,0,0
XM_006497746.5,0,0,0,0,0,0
XM_006497749.2,0,0,0,0,0,0
XM_006497760.2,0,0,0,0,0,0
XM_006497776.2,0,0,0,0,0,0
XM_006497777.5,0,3.392,0,0,0,0
XM_006497785.2,3.936,1.068,2.176,2.296,1.248,2.305
XM_006497788.5,0,0,0,0,0,0
XM_006497789.5,0,0,0,0,0,0
XM_006497790.5,0,0,0,0,0,0
XM_006497791.5,6.954,0,0,0,1.812,0
XM_006497794.5,0,5.119,4.287,6.214,0,0
XM_006497796.4,0,0,0,0,0,0
XM_006497797.5,0,0,0,0,0,0
XM_006497805.2,0,0,0,0,0,0
XM_006497806.1,500,632,533,705,758,468
XM_006497809.3,0,0,0,0,0,0
XM_006497810.3,0,0,0,0,0,0
XM_006497812.3,0,0,0,0,0,0
XM_006497813.5,0,0,0,0,0,0
XM_006497814.3,0,0,0,0,0,0
XM_006497815.5,0,0,0,0,0,0
XM_006497816.5,48.048,59.219,80.044,85.361,46.96,44.571
XM_006497821.5,0,0,0,0,0,0
XM_006497823.5,0,0,0,0,0,0
XM_006497824.4,0,0,0,0,0,0
XM_006497825.4,0,0,0,0,0,0
XM_006497826.5,0,0,0,0,0,0
XM_006497832.5,0,0,0,0,0,0
XM_006497834.5,0,0,0,0,0,0
XM_006497835.5,96,52.966,18.61,35,34.263,29.836
XM_006497836.5,0,0,0,0,0,0
XM_006497838.3,0,0,0,0,0,0
XM_006497839.3,0,0,0,0,0,0
XM_006497840.5,0,0,0,0,0,0
XM_006497841.1,0,0,0,0,0,39
XM_006497842.3,52.054,0,0,27.371,0,0
XM_006497849.2,0,0,0,0,0,0
XM_006497850.2,0,1.035,0,0,0,0
XM_006497854.2,0,0,0,0,0,0
XM_006497856.2,0,0,0,0,0,0
XM_006497858.3,0,0,0,0,0,0
XM_006497860.2,0,0,0,0,0,0
XM_006497864.4,0,0,0,0,0,0
XM_006497865.4,0,0,0,0,0,0
XM_006497866.5,1.724,4.736,1.777,1.999,9.247,0
XM_006497867.4,0,0,0,0,0,0
XM_006497868.4,0,0,0,0,0,0
XM_006497869.4,0,0,0,0,0,0
XM_006497873.2,0,0,0,0,0,0
XM_006497875.4,0,0,0,0,0,0
XM_006497876.3,0,0,0,0,0,0
XM_006497877.4,0,0,0,0,0,0
XM_006497878.4,0,0,0,0,0,0
XM_006497879.5,0,0,0,0,0,0
XM_006497880.4,0,0,0,0,0,0
XM_006497881.4,0,0,0,0,0,0
XM_006497882.5,0,0,0,0,0,0
XM_006497883.5,0,0,0,0,0,0
XM_006497884.5,0,0,0,0,0,0
XM_006497886.4,0,0,0,0,0,0
XM_006497889.5,0,0,0,0,0,0
XM_006497891.5,0,0,0,0,0,0
XM_006497892.5,0,0,0,0,0,0
XM_006497895.5,0,0,0,0,0,0
XM_006497896.4,0,0,0,0,0,0
XM_006497899.3,0,0,0,0,0,0
XM_006497900.4,0,0,0,0,0,0
XM_006497910.5,0,0,0,0,0,0
XM_006497911.4,0,0,0,0,0,0
XM_006497913.4,0,0,0,0,0,0
XM_006497917.5,6.865,2.479,3.339,0,1.067,1.024
XM_006497918.4,0,0,0,0,0,0
XM_006497922.2,0,0,0,0,0,0
XM_006497924.5,0,0,0,0,0,0
XM_006497925.5,0,0,0,0,0,0
XM_006497928.5,0,0,0,0,0,0
XM_006497937.2,0,0,0,0,0,0
XM_006497938.2,0,0,0,0,0,0
XM_006497939.2,0,0,0,0,0,0
XM_006497941.5,0,0,0,0,0,0
XM_006497942.4,0,0,0,0,0,0
XM_006497943.5,0,2.929,0,2.915,0,0
XM_006497944.4,704.641,760.812,540.193,643.398,661.456,441.21
XM_006497948.5,0,0,0,0,0,0
XM_006497949.5,0,0,0,0,0,0
XM_006497950.5,0,0,0,0,0,0
XM_006497951.5,0,0,0,0,0,0
XM_006497952.5,0,0,0,0,0,0
XM_006497953.5,0,0,0,0,0,0
XM_006497955.5,0,2.157,2.219,3.744,3.223,1.019
XM_006497963.4,0,0,0,0,0,0
XM_006497965.3,0,0,0,0,0,0
XM_006497966.4,0,0,0,0,0,0
XM_006497967.3,0,0,0,0,0,0
XM_006497968.3,0,0,0,0,0,0
XM_006497975.2,0,0,0,0,0,0
XM_006497978.5,0,0,0,0,0,0
XM_006497980.5,0,0,0,0,0,0
XM_006497983.3,0,0,0,0,0,0
XM_006497984.5,0,0,0,0,0,0
XM_006497986.4,0,0,0,0,0,0
XM_006497987.5,0,41.768,0,0,0,0
XM_006497989.4,0,0,0,0,0,0
XM_006497990.4,0,0,0,0,0,0
XM_006497995.5,75.439,125.375,83.585,85.614,128.36,72.429
XM_006497997.5,7.718,6.151,0,15.767,2.137,7.4
XM_006497998.5,0,0,0,0,0,0
XM_006498000.4,0,0,0,0,0,0
XM_006498001.4,0,0,0,0,0,0
XM_006498002.4,0,0,0,0,0,0
XM_006498003.4,0,0,0,0,0,0
XM_006498004.1,0,0,0,0,0,0
XM_006498011.4,71,96,93,129,104,84
XM_006498012.5,0,0,0,0,0,0
XM_006498013.3,0,0,0,0,0,0
XM_006498014.5,0,0,0,0,0,0
XM_006498015.5,0,0,0,0,0,0
XM_006498016.5,0,0,0,0,0,0
XM_006498032.4,0,0,0,0,0,0
XM_006498033.4,0,0,0,0,0,0
XM_006498034.5,0,0,0,0,0,0
XM_006498035.4,0,0,0,0,0,0
XM_006498037.4,0,0,0,0,0,0
XM_006498041.5,0,0,0,0,0,0
XM_006498048.5,0,0,0,0,0,0
XM_006498049.3,0,0,0,0,0,0
XM_006498051.1,16,12,18,13,6,2
XM_006498052.5,0,0,0,0,0,0
XM_006498053.5,0,0,0,0,0,0
XM_006498054.4,0,0,0,0,0,0
XM_006498066.4,0,0,0,0,0,0
XM_006498069.4,0,0,0,0,0,0
XM_006498073.5,0,0,0,0,0,0
XM_006498074.5,0,0,0,0,0,0
XM_006498075.5,0,0,0,0,0,0
XM_006498078.5,0,0,0,0,0,0
XM_006498079.4,0,0,0,0,0,0
XM_006498080.5,0,0,0,0,0,0
XM_006498082.5,0,65.358,0,0,0,0
XM_006498085.5,0,0,0,0,0,0
XM_006498086.5,0,0,0,0,0,0
XM_006498087.4,0,0,0,0,0,0
XM_006498091.4,0,0,0,0,0,0
XM_006498092.3,0,0,0,0,0,0
XM_006498093.5,0,0,0,0,0,0
XM_006498095.4,42,30,32,44,24,28
XM_006498096.2,0,0,0,0,0,0
XM_006498100.5,0,0,0,0,0,0
XM_006498103.5,0,0,0,0,0,0
XM_006498104.5,0,0,0,0,0,0
XM_006498107.4,0,0,0,0,0,0
XM_006498108.5,0,0,0,0,0,0
XM_006498109.5,0,0,0,0,0,0
XM_006498110.4,0,0,0,0,0,0
XM_006498111.5,0,0,0,0,0,0
XM_006498112.5,0,0,0,0,0,0
XM_006498113.5,0,0,0,0,0,0
XM_006498114.1,0,1,0,0,0,0
XM_006498124.5,11.523,4.224,3.187,6.976,7.391,1.159
XM_006498126.2,0,0,0,0,0,0
XM_006498127.2,0,0,0,0,0,0
XM_006498129.2,0,0,0,0,0,0
XM_006498130.5,0,0,0,0,0,0
XM_006498135.5,0,0,0,0,0,0
XM_006498139.5,1.043,0,0,0,0,0
XM_006498159.4,21.757,16.093,20.022,35.978,23.822,11.744
XM_006498180.4,0,0,0,0,0,0
XM_006498186.4,0,0,0,0,0,0
XM_006498187.2,2,0,4,5,3,1
XM_006498188.5,0,0,0,0,0,1.637
XM_006498189.5,0,0,0,0,0,0
XM_006498191.5,0,0,0,0,0,0
XM_006498193.3,0,0,0,0,0,0
XM_006498201.3,0,0,0,0,0,0
XM_006498202.5,0,0,0,0,0,0
XM_006498203.5,0,0,0,0,0,0
XM_006498207.5,0,0,0,0,0,0
XM_006498209.5,0,0,0,0,0,0
