ensembl_transcript_id,control_1,control_2,control_3,knockdown_1,knockdown_2,knockdown_3
NM_001013391.2,180.262,0,303.778,290.61,0,158.911
NM_001013393.1,0,0,0,0,0,0
NM_001013405.3,0,0,0,0,0,0
NM_001013411.2,0,0,0,0,0,0
NM_001013412.2,0,0,0,0,0,0
NM_001013414.4,0,0,0,0,0,0
NM_001013441.2,91,96,65,86,92,64
NM_001013575.5,0,0,0,0,0,0
NM_001013577.1,9.384,19.535,24.483,18.521,22.308,0
NM_001013580.4,23.18,22,21,10,32,21
NM_001013581.3,0,0,0,0,0,0
NM_001013607.1,0,0,0,0,0,0
NM_001013608.4,37.646,50.942,43.842,61.26,33.68,42
NM_001013609.2,0,0,0,0,0,0
NM_001013616.2,13,13,8,10,19,13
NM_001013741.1,0,3,0,2,1,2
NM_001013745.2,0,0,3.892,0,0,1.502
NM_001013749.3,0,0,0,0,0,0
NM_001013750.1,0,0,0,0,0,0
NM_001013751.2,0,0,0,0,0,0
NM_001013753.2,0,0,1,0,1,1
NM_001013754.2,0,0,0,0,0,0
NM_001013755.4,5.57,8,12,19,4,11
NM_001013756.3,0,0,0,0,0,0
NM_001013757.2,0,0,0,0,0,0
NM_001013758.2,0,0,0,0,0,0
NM_001013759.2,0,0,0,0,0,0
NM_001013760.3,0,0,0,0,0,0
NM_001013761.2,0,0,0,0,0,0
NM_001013762.2,0,0,0,0,0,0
NM_001013764.2,0,0,1,2,3,0
NM_001013765.2,0,0,0,0,0,0
NM_001013766.3,0,0,0,0,0,0
NM_001013767.2,0,0,0,0,0,0
NM_001013769.4,15.94,22.752,15.003,26.921,15.013,12
NM_001013770.4,0,0,0,0,0,0
NM_001013771.2,0,0,0,0,0,0
NM_001013773.3,0,0,0,0,0,0
NM_001013774.2,0,0,0,0,0,0
NM_001013776.4,0,0,0,0,0,0
NM_001013777.3,0,0,0,1.465,0,0
NM_001013778.2,0,0,0,0,0,0
NM_001013779.2,0,0,0,17,9,0
NM_001013780.1,0,0,0,0,0,0
NM_001013783.2,0,0,0,0,0,0
NM_001013784.1,0,0,0,0,0,0
NM_001013785.3,153.37,78.879,22.835,143.967,212.51,106.703
NM_001013786.4,49.131,0,0,0,49.064,0
NM_001013787.1,0,0,0,0,0,0
NM_001013792.3,0,0,0,0,0,0
NM_001013797.2,0,0,0,0,0,0
NM_001013799.1,0,0,0,0,0,0
NM_001013802.4,0,0,0,0,0,0
NM_001013804.2,0,0,0,0,0,0
NM_001013806.2,0,112,0,0,0,0
NM_001013810.2,0,0,0,0,0,0
NM_001013811.3,0,0,0,0,0,0
NM_001013813.5,1.649,7.405,0,1.645,0,0
NM_001013814.2,0,0,0,0,0,0
NM_001013816.1,0,0,0,0,0,0
NM_001013817.3,0,0,0,0,0,0
NM_001013820.3,0,0,0,0,0,0
NM_001013823.1,4,3,3,9,11,7
NM_001013824.3,0,0,0,0,0,0
NM_001013826.3,0,0,0,0,0,0
NM_001013829.2,15,24,17,25,35,11
NM_001013832.2,0,0,0,0,0,0
NM_001013833.3,0,0,0,0,0,0
NM_001014390.2,0,0,0,0,0,0
NM_001014394.2,0,0,0,0,0,0
NM_001014395.2,0,0,0,0,0,0
NM_001014397.4,0,0,0,0,0,0
NM_001014398.2,0,0,0,0,0,0
NM_001014399.2,0,0,0,0,0,0
NM_001014422.2,0,0,0,0,0,0
NM_001014423.2,0,0,0,0,0,0
NM_001014424.2,0,0,0,0,0,0
NM_001014761.2,0,0,0,0,0,0
NM_001014836.3,0,0,0,0,0,0
NM_001014900.2,0,1,1,0,2,2
NM_001014973.3,0,0,0,0,0,0
NM_001014974.2,0,0,0,0,0,0
NM_001014976.2,0,0,0,0,0,0
NM_001014981.1,0,0,0,0,0,0
NM_001014995.2,0,0,0,0,0,0
NM_001014996.3,17,12,16,11,20,9
NM_001014997.2,0,0,0,0,0,0
NM_001015039.1,0,0,0,0,0,0
NM_001015046.3,0,0,0,0,0,0
NM_001015099.2,41,14.564,65.318,15.276,14.272,44.795
NM_001015507.3,139,113.732,116,0,105.824,91
NM_001015681.2,0,0,0,0,0,0
NM_001015876.3,0,0,0,0,0,0
NM_001015889.2,0,37.734,50.734,107.526,0,0
NM_001017362.3,0,0,0,0,0,0
NM_001017393.3,0,0,0,0,0,0
NM_001017394.2,0,0,0,0,0,0
NM_001017407.1,0,0,0,0,0,0
NM_001017409.1,0,0,0,0,0,0
NM_001017419.2,0,0,0,0,0,0
NM_001017426.2,72,78.768,56.684,50,96,44.902
NM_001017427.1,0,0,0,0,0,0
NM_001017429.2,471.889,557.265,779.445,871.552,607,474.137
NM_001017433.2,0,0,0,0,0,0
NM_001017441.2,0,0,0,0,0,0
NM_001017525.1,80,75,66,18,40,31
NM_001017955.3,0,0,0,0,0,0
NM_001017959.2,82.744,107.318,79.413,172.289,144.955,101.653
NM_001017966.2,1.754,0,1.759,0,1.754,1.769
NM_001017968.2,68,65,35,54,48.723,43
NM_001017983.3,0,0,0,0,0,0
NM_001017985.3,66,100,81,105,70,48
NM_001018002.1,0,0,0,0,0,0
NM_001018013.2,0,0,0,0,0,0
NM_001018019.3,0,0,0,0,0,0
NM_001018031.2,0,0,0,0,0,0
NM_001018042.3,27.247,25.941,89,0,0,0
NM_001018063.2,12.095,16.738,15.651,9.842,27.98,18.953
NM_001018079.2,0,0,0,0,0,0
NM_001018087.2,0,0,0,0,0,0
NM_001024134.2,0,0,0,0,0,0
NM_001024135.2,1,2,3,0,1,2
NM_001024136.2,0,0,0,0,0,0
NM_001024137.1,0,0,0,0,0,0
NM_001024138.2,0,0,0,0,0,0
NM_001024139.2,0,0,0,0,0,0
NM_001024141.4,0,0,0,0,0,0
NM_001024142.2,0,0,0,0,0,0
NM_001024145.3,0,0,0,0,0,0
NM_001024148.1,0,0,0,0,0,0
NM_001024205.2,66.901,0,10.288,19.026,50.997,0
NM_001024206.2,363,289,282,335,284,214
NM_001024225.2,0,0,0,0,0,0
NM_001024230.2,1,0,0,0,0,0
NM_001024385.1,0,0,0,0,0,0
NM_001024458.4,285,413,279,383,414,229
NM_001024468.3,10,17,18,11,0,5
NM_001024474.2,0,0,0,0,0,0
NM_001024478.1,0,0,0,0,0,0
NM_001024504.3,0,0,0,0,0,0
NM_001024508.4,0,0,0,0,0,0
NM_001024512.3,0,0,0,0,0,0
NM_001024526.2,97.733,89,126,135,148.642,100
NM_001024539.1,40,48,27,48,47,34
NM_001024560.3,15,11.873,5.836,7,12,4
NM_001024602.4,0,0,0,0,0,0
NM_001024604.3,0,0,0,0,4.311,4.244
NM_001024606.2,0,0,0,0,0,0
NM_001024614.2,0,0,0,0,0,0
NM_001024616.2,239,290,205,223,253,196
NM_001024617.3,0,0,0,0,0,0
NM_001024618.2,0,0,0,0,0,0
NM_001024619.3,45,30,25,23,31,21
NM_001024622.2,88,121,90.876,141,124.562,94
NM_001024624.3,3.043,2,6.093,0,2.174,1
NM_001024626.2,0,0,0,0,0,0
NM_001024645.2,0,0,0,0,0,0
NM_001024672.3,0,0,0,0,0,0
NM_001024673.2,0,0,0,0,0,0
NM_001024698.3,0,0,0,0,0,1
NM_001024699.2,0,0,0,0,0,0
NM_001024702.1,0,0,0,0,0,0
NM_001024703.1,0,0,1,0,0,0
NM_001024705.2,0,0,0,0,0,0
NM_001024706.2,0,0,0,0,0,0
NM_001024707.2,0,0,0,0,0,0
NM_001024709.3,0,0,0,0,0,0
NM_001024712.3,0,0,0,0,0,0
NM_001024714.3,0,0,0,0,0,0
NM_001024716.1,0,0,0,0,0,0
NM_001024717.2,0,0,0,0,0,0
NM_001024719.3,0,0,0,0,0,0
NM_001024720.3,0,0,0,0,0,0
NM_001024721.2,0,0,0,0,0,0
NM_001024726.3,0,0,0,0,0,0
NM_001024728.2,0,0,0,0,0,0
NM_001024806.2,273,283,308,326,301,190
NM_001024837.2,0,0,0,0,0,0
NM_001024838.2,0,81.006,0,0,0,0
NM_001024841.3,0,0,0,0,0,0
NM_001024842.1,0,0,0,0,0,0
NM_001024846.2,0,8.682,0,0,0,0
NM_001024848.2,0,0.5,0.5,0,0,0.5
NM_001024849.3,20.341,24.941,13.58,19.929,17.293,9.412
NM_001024850.2,0,0,0,0,0,0
NM_001024851.4,0,0,0,0,0,0
NM_001024853.1,2.548,0,10.49,0,0,0
NM_001024854.1,398.638,457.523,491.51,486.463,361.032,261.683
NM_001024856.3,0,0,0,0,0,0
NM_001024857.3,0,0,0,42.388,0,0
NM_001024910.4,3.764,4.574,0,6.359,6.081,0
NM_001024911.3,28.887,24.426,28,41.641,29.919,25
NM_001024917.1,0,0,0,0,0,0
NM_001024918.1,0,0,0,0,0,0
NM_001024919.1,286,331,240,235,291,178
NM_001024920.1,66,73,62,77,48,38
NM_001024922.2,215,314.766,201.591,169,244.333,155
NM_001024926.3,32,39,30.018,33.999,37.026,18
NM_001024927.2,0,0,0,0,0,0
NM_001024928.2,3,4,1,12,7,5
NM_001024931.2,0,0,0,0,0,0
NM_001024932.2,0,0,0,1.064,3.442,0
NM_001024945.1,5.955,0,0,5.291,0,0
NM_001024950.2,0,10.667,0,8.095,4.183,10.547
NM_001024952.2,102,79,49,84,82,59
NM_001024954.2,0,0,0,0,0,0
NM_001024955.2,28.301,37.779,22,47.624,55.997,38.546
NM_001025067.2,0,0,0,0,0,0
NM_001025074.3,0,0,0,0,0,0
NM_001025083.2,0,0,0,0,0,0
NM_001025084.2,0,0,0,0,0,0
NM_001025085.3,0,0,0,0,0,0
NM_001025086.2,0,0,0,0,0,0
NM_001025093.2,0,0,0,0,0,0
NM_001025102.2,26.388,0,0,0,0,43.259
NM_001025103.2,0,0,0,0,0,0
NM_001025156.2,0,0,0,0,0,0
NM_001025163.1,0,0,0,0,0,0
NM_001025192.3,109.656,162.648,154.76,219.674,185.593,147.819
NM_001025240.2,0,0,0,0,0,0
NM_001025241.3,0,0,0,0,0,0
NM_001025244.3,0,0,0,0,0,0
NM_001025245.1,39.406,60.447,44.216,56.09,35.711,29.737
NM_001025246.3,0,0,0,0,1,0
NM_001025250.3,0,0,0,0,0,0
NM_001025251.2,0,0,0,0,0,0
NM_001025254.2,4,2,1,3,2,0
NM_001025255.2,0,0,0,0,0,0
NM_001025256.2,0,0,0,0,0,0
NM_001025257.3,56.794,7.275,79.657,45.327,47.656,29.812
NM_001025258.2,0,0,0,0,0,0
NM_001025259.2,0,0,0,0,0,0
NM_001025260.2,0,0,0,0,0,0
NM_001025261.2,0,0,0,0,0,0
NM_001025262.2,0,0,0,147.458,111.742,0
NM_001025263.2,0,0,0,0,0,0
NM_001025264.2,0,0,0,0,0,0
NM_001025286.2,0,0,0,0,0,0
NM_001025296.2,0,2.339,0,6.772,0,0
NM_001025305.3,0,0,0,0,0,0
NM_001025307.2,0,0,0,0,0,0
NM_001025309.1,0,0,0,0,0,0
NM_001025310.2,0,0,0,0,0,0
NM_001025311.2,33,62,28,53,43,21
NM_001025312.1,79,61,77.344,97,72,53
NM_001025313.1,0,0,0,0,149.902,0
NM_001025351.1,0,0,0,0,0,0
NM_001025353.2,0,0,0,0,0,0
NM_001025358.2,0,0,0,0,0,0
NM_001025359.2,0,0,0,0,0,0
NM_001025360.2,0,0,0,0,0,0
NM_001025361.2,0,0,0,0,0,0
NM_001025362.2,0,0,0,0,0,0
NM_001025363.2,0,0,0,0,0,0
NM_001025364.3,6,11,11,5,8.444,4
NM_001025365.2,45,66,39.966,26,35,20
NM_001025371.2,0,0,0,0,0,0
NM_001025372.2,0,2,4,0,0,1
NM_001025373.2,1,5,9,4,7,3
NM_001025375.2,53.325,99.918,100.144,223.236,110.87,69.119
NM_001025376.2,0,0,0,0,0,0
NM_001025378.3,0,0,0,0,0,39.325
NM_001025379.1,0,0,0,0,0,0
NM_001025380.3,0,0,0,0,0,0
NM_001025381.2,0,0,0,0,0,0
NM_001025382.2,0,0,0,0,0,0
NM_001025383.2,0,0,0,0,0,0
NM_001025384.3,0,0,0,0,0,0
NM_001025385.1,0,0,0,0,0,0
NM_001025386.1,0,0,0,0,0,0
NM_001025388.2,0,0,0,0,0,0
NM_001025391.2,76,89,40,45,49,38
NM_001025392.1,0,0,0,0,94.485,0
NM_001025393.1,83.421,0,0,139.065,0,0
NM_001025395.3,0,0,0,0,0,0
NM_001025426.3,0,0,0,0,0,0
NM_001025427.3,0,0,0,0,0,0
NM_001025428.2,0,0,0,0,0,0
NM_001025429.2,0,0,0,0,0,0
NM_001025430.2,0,0,0,0,0,0
NM_001025431.1,101.582,99,80,99.701,109.451,88
NM_001025432.1,0,0,0,0,0,0
NM_001025435.3,1,0,0,0,0,0
NM_001025438.2,22.74,15.614,0,0,0,44.97
NM_001025439.2,0,0,0,0,0,0
NM_001025444.3,0,0,0,0,0,0
NM_001025445.2,0,0,0,0,17,0
NM_001025559.3,0,3,0,2,0,1
NM_001025560.3,0,0,0,0,0,0
NM_001025561.3,0,0,0,0,0,0
NM_001025562.2,40,52.859,38,49,49,35
NM_001025565.2,0,0,0,0,0,0
NM_001025567.1,0,0,0,0,0,0
NM_001025568.3,0,0,0,0,0,0
NM_001025570.1,1,0,0,1.222,2,0
NM_001025571.3,0,0,0,0,0,0
NM_001025572.1,0,0,0,0,0,0
NM_001025573.2,0,0,0,1,0,0
NM_001025574.1,0,0,0,0,0,0
NM_001025575.2,0,0,0,0,0,0
NM_001025576.3,0,0,0,0,0,0
NM_001025577.2,9,17,39,32,17,31
NM_001025581.1,0,0,0,0,0,0
NM_001025582.2,76.677,54.442,98.483,112.8,84.706,65.791
NM_001025584.2,0,0,0,0,0,0
NM_001025585.2,0,0,0,0,0,0
NM_001025586.2,0,0,0,0,0,0
NM_001025587.2,0,0,0,0,0,0
NM_001025589.1,92.267,74.997,64.258,49.987,58.794,47.427
NM_001025590.2,0,0,0,0,0,0
NM_001025594.1,69.903,67,37,98.002,63.854,47.04
NM_001025597.3,0,0,0,0,0,0
NM_001025599.3,0,0,0,0,0,0
NM_001025600.1,239.734,325.42,292.395,341.834,304,223
NM_001025601.2,0,0,0,0,0,0
NM_001025602.4,0,0,0,0,0,0
NM_001025605.1,4,10,10,8,11,5
NM_001025606.1,316.941,292.424,188.039,155.18,219.287,138.48
NM_001025607.4,0,0,0,0,0,0
NM_001025608.3,0,0,0,0,0,0
NM_001025610.4,0,0,0,0,0,0
NM_001025612.2,0,0,0,0,0,0
NM_001025613.1,0,0,0,0,0,0
NM_001025614.1,0,0,0,0,0,0
NM_001025615.3,0,0,0,0,0,0
NM_001025617.2,0,0,0,0,0,0
NM_001025618.2,0,0,0,0,0,0
NM_001025779.2,0,0,0,0,0,0
NM_001025947.3,0,0,0,0,0,0
NM_001026211.2,6.867,11.542,12.816,15.756,14.574,3.402
NM_001026212.1,385.287,408.736,190.939,498.605,450.239,274.838
NM_001026214.2,0,0,0,30.263,0,0
NM_001029836.2,0,0,0,0,0,0
NM_001029837.2,0,0,0,2,2,2
NM_001029838.3,0,0,0,0,0,0
NM_001029841.5,0,0,0,0,0,0
NM_001029842.3,0,0,0,0,0,0
NM_001029843.2,0,0,0,0,0,0
NM_001029844.2,92.313,0,70.487,67.28,112.996,76
NM_001029850.5,0,0,0,0,0,0
NM_001029855.1,482.778,545.379,450,755.145,466.523,349
NM_001029856.2,0,0,0,0,0,0
NM_001029867.1,2,5,1,12,9,3
NM_001029868.2,0,0,0,0,0,0
NM_001029872.3,0,0,0,0,0,0
NM_001029873.2,19,19,13.697,9,9,14
NM_001029876.2,0,0,0,0,0,0
NM_001029877.3,1,4,0,1,3,3
NM_001029878.2,0,0,0,0,0,0
NM_001029889.2,32.098,24.695,11.178,36.775,41.262,15.857
NM_001029890.3,163,147,121,113,74,38
NM_001029893.1,0,0,0,0,0,0
NM_001029895.4,0,0,0,0,0,0
NM_001029912.3,0,0,0,0,0,0
NM_001029929.3,0,0,0,0,0,0
NM_001029930.2,0,0,0,0,0,0
NM_001029933.4,0,0,0,0,0,0
NM_001029934.1,62.643,108.503,52.8,70.56,0,51.771
NM_001029935.2,0,0,0,0,0,0
NM_001029936.3,84.763,129.534,110.301,129.176,113.469,73.537
NM_001029937.2,0,0,0,0,0,0
NM_001029938.2,11,11,2,5,2,5
NM_001029977.3,0,0,0,0,0,0
NM_001029978.3,0,0,0,0,0,0
NM_001029979.4,0,0,0,0,0,0
NM_001029982.3,0,0,0,0,0,0
NM_001029983.2,211,295,242,235,237,167
NM_001029984.2,0,0,0,0,0,0
NM_001029985.4,3,5,5,8,6,15
NM_001029987.2,0,0,0,0,0,0
NM_001029988.2,0,0,0,0,0,0
NM_001029990.2,87,114,84,73,69,69
NM_001029993.1,0,0,0,0,0,0
NM_001029994.1,0,0,0,0,0,0
NM_001030014.3,4.738,0,0,0,4.676,0
NM_001030274.1,430.756,566.85,474.692,404.845,482.932,294.308
NM_001030290.2,0,1,0,1,1.001,1.278
NM_001030292.1,0,0,0,0,0,0
NM_001030293.3,0,0,0,0,0,0
NM_001030296.4,13,27,17,18,14,8
NM_001030297.3,0,0,0,0,0,0
NM_001030305.2,0,0,0,0,0,0
NM_001030307.2,311.311,424.231,294.396,301.246,385.584,283.725
NM_001031621.3,0,0,3,0,0,0
NM_001031622.3,0,0,0,0,0,2
NM_001031664.1,0,0,0,0,0,0
NM_001031667.1,610.002,520.013,430,379.001,459.001,267
NM_001031772.2,0,0,0,0,0,0
NM_001031808.2,189,234,165,158,222,159
NM_001031811.2,0,0,0,0,0,0
NM_001031814.1,0,0,0,0,0,0
NM_001031851.1,0,0,0,0,0,0
NM_001032298.3,0,0,0,0,0,0
NM_001032378.2,0,0,0,0,0,0
NM_001032413.1,0,0,0,0,0,0
NM_001032414.1,92.593,0,0,0,0,0
NM_001032727.2,0,0,0,0,0,0
NM_001033039.2,2,0,0,0,2,2
NM_001033040.4,0,0,0,0,0,0
NM_001033041.3,4.652,9.695,0,3.625,3.923,2.459
NM_001033042.3,5.402,9.861,9.096,8.519,4.879,7.398
NM_001033043.1,0,0,0,0,0,0
NM_001033122.4,0,0,0,0,0,0
NM_001033123.3,0,0,0,0,0,0
NM_001033124.1,0,0,0,0,0,0
NM_001033126.2,0,0,0,0,0,0
NM_001033128.3,1.008,9.105,5.965,3.003,1.027,5.775
NM_001033131.4,0,0,0,0,0,0
NM_001033132.3,107.449,243,227,278,249,175
NM_001033135.3,4.188,29.823,12.082,0,35.33,12.707
NM_001033136.3,148.671,155,178,174,130,78
NM_001033139.4,21.394,39.068,21.903,46.866,37.96,35.12
NM_001033140.3,96,117,110,129,116,63
NM_001033141.2,0,0,0,0,0,0
NM_001033142.3,0,0,29.14,0,0,0
NM_001033145.2,10,14,9,7,15,14
NM_001033148.3,0,0,0,0,0,0
NM_001033149.3,5,15,13,7,2,9
NM_001033150.2,0,0,0,0,0,0
NM_001033155.1,52.583,90.159,78.176,56.522,43.527,59.279
NM_001033156.4,82,61,45,75,78,40
NM_001033157.4,0,1.214,0,0,0,2
NM_001033158.2,2,0,0,1,0,1
NM_001033159.2,7,0,15,0,28,13
NM_001033161.2,164,219,159,162,171,111
NM_001033162.2,0,1,0,1,0,0
NM_001033163.4,0,0,0,0,0,0
NM_001033164.2,56.625,56.382,39.988,26.933,77.726,26.481
NM_001033165.3,76.465,80.731,86.457,99.595,93.801,67.026
NM_001033166.3,359.321,353.39,423.493,399.245,315.152,191.884
NM_001033167.3,216.119,288,198,320,329,221
NM_001033168.2,1,4,2,3,1,3
NM_001033170.4,0,0,0,0,0,0
NM_001033171.2,30,47,32,20,16,17
NM_001033172.3,21.78,23.269,13.051,28.827,8.327,11.993
NM_001033173.2,49,66,51,72,50,24
NM_001033174.1,148,182.682,116,172,169,125
NM_001033175.3,30,25,28,23,24,15
NM_001033176.2,0,0,0,0,0,0
NM_001033177.2,0,1,1,5,9,6
NM_001033178.3,96.673,118.397,67.776,86.348,107.235,56.433
NM_001033181.1,13,11,22,26,16,14
NM_001033184.3,0,0,0,0,0,0
NM_001033185.2,0,0,0,0,0,0
NM_001033186.3,0,0,0,0,0,0
NM_001033189.4,9.416,0,0,0,9.435,0
NM_001033191.2,0,0,0,0,0,0
NM_001033192.3,17.327,0,84,14.993,87,15.595
NM_001033194.3,70,57,38,105,91,48
NM_001033196.3,0,0,0,0,0,0
NM_001033197.2,0,0,0,0,0,0
NM_001033199.3,0,0,0,0,0,0
NM_001033201.4,0,0,0,0,0,0
NM_001033202.4,0,0,0,0,0,0
NM_001033204.1,0,0,1.073,0,0,0
NM_001033205.4,0,0,0,0,0,0
NM_001033206.2,0,0,0,2.089,0,2.342
NM_001033207.3,0,0,2,2,0,0
NM_001033208.4,73,101,104,94,96,50
NM_001033209.3,0,0,0,0,0,0
NM_001033210.3,0,0,24.754,0,24.227,0
NM_001033211.3,0,0,0,0,0,0
NM_001033212.2,0,0,0,0,0,0
NM_001033213.2,0,0,0,0,0,0
NM_001033214.2,0,0,0,0,0,0
NM_001033215.3,0,0,0,0,0,0
NM_001033217.5,9.525,5.292,4.524,22.28,13.249,7.228
NM_001033219.4,0,0,0,0,0,0
NM_001033220.4,0,0,0,0,0,0
NM_001033221.3,0,0,0,0,0,0
NM_001033222.3,53,66,82,95,78,69
NM_001033223.3,0,0,0,0,0,0
NM_001033225.2,289,382.801,318,281.824,366.721,220.813
NM_001033226.4,0,0,0,0,0,0
NM_001033227.2,2,0,0,0,0,0
NM_001033228.3,102,140,98,169,120,71
NM_001033229.3,0,0,0,0,0,0
NM_001033231.4,20,78,61,47,50,35
NM_001033233.2,0,0,0,0,0,0
NM_001033234.2,0,0,0,0,0,0
NM_001033235.3,0,0,0,0,0,0
NM_001033236.3,0,0,0,0,0,0
NM_001033237.2,74.741,67.951,49.305,146.677,81.127,75.463
NM_001033238.1,29,27,10,28,28,16
NM_001033239.3,0,0,0,0,0,0
NM_001033240.4,0,0,0,0,0,0
NM_001033241.3,0,0,0,0,0,0
NM_001033242.2,45,73,82,61,61,52
NM_001033244.3,0,0,0,0,0,0
NM_001033245.4,0,0,0,0,0,0
NM_001033246.3,0,0,0,0,0,0
NM_001033247.1,0,0,0,0,0,0
NM_001033248.3,0,0,0,0,0,0
NM_001033249.3,0,0,0,0,0,0
NM_001033250.4,0,0,0,0,0,0
NM_001033251.5,0,0,1,0,0,0
NM_001033252.2,0,0,0,0,0,0
NM_001033253.3,0,0,0,0,0,0
NM_001033254.4,0,17.164,0,0,0,0
NM_001033255.2,0,0,0,0,0,0
NM_001033256.5,0,0,0,0,0,0
NM_001033257.5,0,0,0,0,0,0
NM_001033258.4,2,2,0,0,0,0
NM_001033259.4,416,437,255,386,516.941,283
NM_001033260.2,0,0,0,0,0,0
NM_001033261.2,0,0,0,0,0,0
NM_001033262.2,9,21,16,7,16,6
NM_001033263.5,0,0,0,0,0,0
NM_001033264.3,0,0,0,0,0,0
NM_001033266.2,0,0,0,0,0,0
NM_001033267.3,0,0,0,0,0,0
NM_001033268.3,325,242,321,438,288,334
NM_001033269.3,0,0,0,0,0,0
NM_001033270.2,0,0,0,0,0,0
NM_001033271.5,0,0,0,0,0,0
NM_001033272.3,0,0,0,0,0,0
NM_001033273.3,0,0,0,292,0,0
NM_001033274.3,0,0,0,0,0,0
NM_001033275.5,0,0,0,0,2.219,0
NM_001033276.3,0,0,0,0,17.022,2.969
NM_001033277.3,104.584,123.767,131.747,94.68,107.601,82
NM_001033279.3,95.709,55.242,47.336,30.737,43.261,49.634
NM_001033280.2,0,0,0,0,0,0
NM_001033281.3,0,0,0,0,0,0
NM_001033283.2,0,0,0,0,0,0
NM_001033284.3,0,0,0,0,0,0
NM_001033285.1,0,0,0,0,0,0
NM_001033286.2,0,0,0,0,1,0
NM_001033288.3,0,0,0,0,0,0
NM_001033289.2,1,3,1,4,2,3
NM_001033290.3,0,0,0,0,0,0
NM_001033291.3,0,0,0,0,0,0
NM_001033292.4,0,1,0,1,1,0
NM_001033293.3,33.495,56.444,12.024,12.005,11.915,35.026
NM_001033294.3,73,101,89,65,83,52
NM_001033296.3,0,0,0,0,0,0
NM_001033297.3,89,68,69,75,92,48
NM_001033298.4,0,0,0,0,0,0
NM_001033299.3,0,0,0,0,0,0
NM_001033300.2,34,23.821,40.689,15.026,33.038,21.441
NM_001033301.4,64,99,85,68,73,63
NM_001033302.3,0,0,0,0,0,0
NM_001033303.2,0,0,0,0,0,0
NM_001033304.2,0,2,2,3,8,7
NM_001033305.3,508,515,694,716,572,424
NM_001033306.2,395,463,432,503,395,278
NM_001033308.2,0,0,0,0,0,0
NM_001033310.4,53,62,84,88,54,24
NM_001033311.3,4,13,10,17,8,10.044
NM_001033312.3,0,0,0,0,0,0
NM_001033313.4,1193,1200,1252,1257,1074,758
NM_001033314.4,0,0,0,0,0,0
NM_001033315.2,0,0,0,0,0,0
NM_001033316.2,0,0,0,0,0,0
NM_001033317.3,0,0,0,0,0,0
NM_001033318.3,0,0,0,0,0,0
NM_001033319.2,179,139.169,95,93,152,76
NM_001033321.2,12,25,17,29,32,11
NM_001033322.2,0,0,0,0,0,0
NM_001033324.3,0,0,0,0,0,0
NM_001033325.3,1,0,3,1,0,1
NM_001033326.3,0,0,0,0,0,0
NM_001033328.3,105,135,119,138,152,100
NM_001033329.4,0,0,0,0,0,0
NM_001033330.4,0,0,0,0,0,0
NM_001033331.2,0,0,0,0,0,4.041
NM_001033332.2,0,0,0,0,0,0
NM_001033333.3,1,0,0,0,0,0
NM_001033334.2,0,0,0,0,0,0
NM_001033335.3,0,0,0,0,0,0
NM_001033336.3,0,0,0,0,0,0
NM_001033337.5,0,0,0,0,0,0
NM_001033338.3,1,2,1,4,1,0
NM_001033339.5,0,0,0,0,0,0
NM_001033340.3,0,0,0,0,0,0
NM_001033341.2,26.908,36.945,31.858,36.974,35.931,14
NM_001033342.1,57,60,37,34,37,32
NM_001033343.1,0,0,0,1,0,0
NM_001033344.3,0,0,0,0,0,0
NM_001033346.5,0,0,0,0,0,0
NM_001033347.2,0,0,0,0,0,0
NM_001033348.4,0,0,0,0,0,0
NM_001033349.2,0,1,0,0,0,0
NM_001033350.3,0,0,0,0,0,0
NM_001033351.2,0,0,0,0,0,0
NM_001033352.3,45,59,51,50,51,26
NM_001033354.4,0,0,0,0,0,0
NM_001033355.3,49.436,45.012,35,45,51,27
NM_001033356.4,0,0,0,0,0,0
NM_001033359.2,0,0,0,0,0,0
NM_001033360.3,0,0,0,0,0,0
NM_001033361.3,0,0,0,0,0,0
NM_001033362.3,0,0,0,0,0,0
NM_001033364.3,86,87,62,110,127,78
NM_001033365.3,0,0,0,0,0,0
NM_001033366.3,74,68,44,113,96,49
NM_001033367.3,0,0,0,0,0,0
NM_001033369.3,0,0,0,0,0,0
NM_001033371.3,0,0,0,0,0,0
NM_001033372.2,0,0,0,0,0,0
NM_001033373.3,0,0,0,0,0,0
NM_001033374.3,0,0,0,0,0,0
NM_001033375.2,0,6.149,6.099,0,0,0
NM_001033379.3,0,0,0,0,0,0
NM_001033380.3,803,581,547,556,442,437
NM_001033382.3,0,0,0,0,0,0
NM_001033383.2,0,0,0,0,0,0
NM_001033385.3,16,10,14,18,14,10
NM_001033389.4,0,0,0,0,0,0
NM_001033391.2,0,0,0,0,0,0
NM_001033393.2,22,32,27,21,19,18
NM_001033394.3,1.011,1,3,3.001,1,0
NM_001033397.5,0,0,0,0,0,0
NM_001033399.4,0,0,0,0,0,0
NM_001033400.2,0,0,0,0,0,0
NM_001033404.2,0,0,0,0,0,0
NM_001033405.2,0,0,0,0,0,0
NM_001033407.2,0,0,0,0,0,0
NM_001033408.5,0,0,0,0,0,0
NM_001033409.4,0,0,0,0,0,0
NM_001033410.3,0,0,1,1,0,2
NM_001033412.3,0,0,0,0,0,0
NM_001033415.3,0,0,0,0,0,0
NM_001033418.4,0,0,0,0,0,0
NM_001033419.2,10,6,8,0,5,7
